Entry No.,Region,Time Slot,Delivery Day,Article Type,Recipient Type,Distance (km),Delivery Attempt,Delivery Success,Special Instructions
1378,Bangalore Central,12-2,Tuesday,Parcel,Individual,3.44,2,False,Leave at doorstep
1379,Bangalore Central,12-2,Monday,Package,Individual,12.22,1,False,Call before delivery
1380,Bangalore Central,12-2,Saturday,Letter,Individual,9.69,2,True,Signature required
1381,Bangalore East,3-5,Tuesday,Document,Government,5.47,2,True,Leave at doorstep
1382,Bangalore East,10-12,Monday,Letter,Government,9.88,1,False,Signature required
1383,Bangalore East,12-2,Saturday,Letter,Government,13.47,2,True,Call before delivery
1384,Bangalore South,3-5,Monday,Letter,Government,9.26,1,False,Leave at doorstep
1385,Bangalore North,12-2,Friday,Letter,Government,7.61,2,False,Leave at doorstep
1386,Bangalore Central,12-2,Monday,Parcel,Government,3.07,2,False,Signature required
1387,Bangalore South,3-5,Thursday,Letter,Government,3.63,1,False,Leave at doorstep
1388,Bangalore North,3-5,Monday,Package,Government,12.02,2,True,No special instructions
1389,Bangalore North,3-5,Wednesday,Document,Government,11.16,2,True,Call before delivery
1390,Bangalore East,12-2,Wednesday,Letter,Business,12.27,2,False,No special instructions
1391,Bangalore Central,12-2,Wednesday,Parcel,Individual,6.43,2,True,No special instructions
1392,Bangalore North,10-12,Saturday,Parcel,Government,14.27,1,False,Signature required
1393,Bangalore East,3-5,Saturday,Letter,Individual,14.37,2,True,Signature required
1394,Bangalore Central,3-5,Monday,Package,Government,12.61,1,False,No special instructions
1395,Bangalore East,10-12,Saturday,Letter,Business,10.12,2,True,Call before delivery
1396,Bangalore Central,12-2,Tuesday,Letter,Government,10.42,2,False,Signature required
1397,Bangalore South,10-12,Tuesday,Package,Business,1.34,2,False,Leave at doorstep
1398,Bangalore South,10-12,Friday,Parcel,Business,10.55,2,True,Leave at doorstep
1399,Bangalore North,12-2,Thursday,Letter,Individual,1.68,2,True,No special instructions
1400,Bangalore North,10-12,Saturday,Package,Individual,10.08,2,True,No special instructions
1401,Bangalore Central,3-5,Wednesday,Document,Business,4.37,1,False,Leave at doorstep
1402,Bangalore East,10-12,Thursday,Parcel,Individual,13.65,1,False,Signature required
1403,Bangalore East,3-5,Tuesday,Parcel,Business,14.94,1,True,Call before delivery
1404,Bangalore North,12-2,Thursday,Document,Individual,2.53,2,False,Leave at doorstep
1405,Bangalore South,3-5,Friday,Letter,Government,3.4,1,True,Leave at doorstep
1406,Bangalore East,12-2,Saturday,Letter,Business,1.56,1,False,Signature required
1407,Bangalore North,10-12,Wednesday,Parcel,Business,7.35,1,True,Leave at doorstep
1408,Bangalore East,12-2,Wednesday,Package,Business,12.7,1,False,Leave at doorstep
1409,Bangalore East,12-2,Friday,Document,Individual,7.52,1,False,Call before delivery
1410,Bangalore South,12-2,Friday,Document,Government,10.13,2,True,Call before delivery
1411,Bangalore East,10-12,Wednesday,Letter,Individual,1.44,1,False,Leave at doorstep
1412,Bangalore Central,3-5,Thursday,Parcel,Government,14.25,2,False,Signature required
1413,Bangalore North,3-5,Saturday,Package,Business,5.03,2,False,Leave at doorstep
1414,Bangalore Central,3-5,Friday,Document,Business,7.64,1,False,Call before delivery
1415,Bangalore South,12-2,Saturday,Letter,Business,10.01,1,True,Call before delivery
1416,Bangalore Central,3-5,Wednesday,Parcel,Individual,7.27,2,True,Signature required
1417,Bangalore East,3-5,Tuesday,Document,Government,3.69,2,False,Call before delivery
1418,Bangalore East,10-12,Saturday,Package,Business,2.15,2,False,Leave at doorstep
1419,Bangalore Central,12-2,Monday,Parcel,Business,8.85,1,False,Leave at doorstep
1420,Bangalore East,10-12,Tuesday,Letter,Individual,6.39,1,True,No special instructions
1421,Bangalore South,3-5,Tuesday,Document,Business,12.83,1,False,Signature required
1422,Bangalore East,12-2,Thursday,Parcel,Government,12.5,2,True,No special instructions
1423,Bangalore South,12-2,Thursday,Package,Individual,10.07,1,True,No special instructions
1424,Bangalore South,3-5,Thursday,Letter,Individual,7.23,1,False,Signature required
1425,Bangalore East,12-2,Tuesday,Letter,Individual,8.08,1,True,Signature required
1426,Bangalore Central,3-5,Friday,Document,Government,14.86,1,True,No special instructions
1427,Bangalore North,12-2,Wednesday,Parcel,Individual,5.56,2,False,Call before delivery
1428,Bangalore South,10-12,Saturday,Document,Government,6.49,1,True,Leave at doorstep
1429,Bangalore East,3-5,Wednesday,Letter,Individual,9.04,1,False,Signature required
1430,Bangalore East,3-5,Friday,Document,Government,4.82,2,False,Leave at doorstep
1431,Bangalore South,3-5,Tuesday,Document,Individual,13.95,1,True,Leave at doorstep
1432,Bangalore Central,12-2,Thursday,Letter,Government,12.9,1,True,Signature required
1433,Bangalore Central,12-2,Wednesday,Package,Government,14.9,2,False,No special instructions
1434,Bangalore East,10-12,Saturday,Document,Government,2.03,1,True,Leave at doorstep
1435,Bangalore Central,3-5,Wednesday,Parcel,Government,9.76,1,False,Call before delivery
1436,Bangalore Central,3-5,Friday,Parcel,Government,6.26,2,False,Signature required
1437,Bangalore North,10-12,Friday,Parcel,Government,2.48,1,False,Signature required
1438,Bangalore South,12-2,Tuesday,Document,Individual,11.04,2,True,Leave at doorstep
1439,Bangalore South,3-5,Tuesday,Document,Government,4.96,2,False,Call before delivery
1440,Bangalore North,3-5,Saturday,Parcel,Government,12.13,1,True,Signature required
1441,Bangalore Central,10-12,Tuesday,Parcel,Government,8.47,1,True,Call before delivery
1442,Bangalore East,3-5,Wednesday,Parcel,Business,14.55,2,True,Leave at doorstep
1443,Bangalore Central,12-2,Thursday,Letter,Individual,4.99,1,True,Signature required
1444,Bangalore Central,3-5,Saturday,Package,Business,5.53,1,False,No special instructions
1445,Bangalore Central,10-12,Friday,Letter,Individual,7.64,1,False,No special instructions
1446,Bangalore North,10-12,Thursday,Package,Government,1.82,1,False,No special instructions
1447,Bangalore South,12-2,Thursday,Parcel,Business,14.56,2,True,Leave at doorstep
1448,Bangalore North,3-5,Friday,Letter,Business,1.91,2,True,No special instructions
1449,Bangalore Central,10-12,Thursday,Document,Government,2.93,2,False,Leave at doorstep
1450,Bangalore East,12-2,Tuesday,Letter,Government,5.14,2,True,Signature required
1451,Bangalore East,10-12,Tuesday,Parcel,Business,14.82,1,False,Signature required
1452,Bangalore East,3-5,Monday,Letter,Individual,3.01,2,True,Leave at doorstep
1453,Bangalore North,12-2,Friday,Package,Government,9.34,1,True,No special instructions
1454,Bangalore East,10-12,Tuesday,Parcel,Government,6.02,1,False,Leave at doorstep
1455,Bangalore Central,10-12,Tuesday,Package,Business,14.07,1,True,Call before delivery
1456,Bangalore East,3-5,Monday,Package,Individual,9.82,1,False,No special instructions
1457,Bangalore East,10-12,Wednesday,Parcel,Business,9.02,2,False,Signature required
1458,Bangalore Central,12-2,Monday,Parcel,Government,13.45,2,True,Signature required
1459,Bangalore North,10-12,Thursday,Parcel,Business,14.49,1,False,Call before delivery
1460,Bangalore South,3-5,Wednesday,Package,Government,8.08,1,False,Call before delivery
1461,Bangalore North,3-5,Tuesday,Letter,Government,2.18,1,True,Call before delivery
1462,Bangalore Central,12-2,Saturday,Parcel,Individual,3.92,2,True,Leave at doorstep
1463,Bangalore East,3-5,Friday,Parcel,Individual,1.78,2,True,No special instructions
1464,Bangalore South,3-5,Monday,Document,Business,3.52,1,True,Signature required
1465,Bangalore East,12-2,Saturday,Parcel,Government,2.03,1,True,Signature required
1466,Bangalore North,12-2,Thursday,Letter,Government,9.89,2,False,Signature required
1467,Bangalore North,12-2,Tuesday,Parcel,Government,6.25,1,False,Leave at doorstep
1468,Bangalore North,10-12,Saturday,Letter,Business,5.17,2,True,Signature required
1469,Bangalore South,12-2,Friday,Document,Business,10.75,2,False,Signature required
1470,Bangalore South,3-5,Wednesday,Package,Business,4.08,2,True,Leave at doorstep
1471,Bangalore Central,12-2,Wednesday,Parcel,Government,13.29,2,False,Leave at doorstep
1472,Bangalore East,12-2,Wednesday,Parcel,Government,9.17,2,True,Signature required
1473,Bangalore East,12-2,Saturday,Document,Government,13.09,2,False,Leave at doorstep
1474,Bangalore East,10-12,Saturday,Document,Government,12.29,2,False,Call before delivery
1475,Bangalore South,10-12,Monday,Document,Individual,13.54,1,False,Call before delivery
1476,Bangalore South,10-12,Saturday,Package,Individual,7.19,2,False,Leave at doorstep
1477,Bangalore East,3-5,Thursday,Parcel,Business,12.5,2,True,Call before delivery
1478,Bangalore Central,10-12,Thursday,Letter,Government,13.86,2,False,No special instructions
1479,Bangalore East,10-12,Monday,Letter,Business,7.78,2,True,Call before delivery
1480,Bangalore Central,10-12,Monday,Package,Business,3.27,1,True,Signature required
1481,Bangalore South,12-2,Tuesday,Document,Individual,5.28,1,True,Leave at doorstep
1482,Bangalore East,3-5,Saturday,Document,Business,1.12,2,False,Call before delivery
1483,Bangalore Central,3-5,Friday,Package,Business,1.07,1,False,No special instructions
1484,Bangalore Central,10-12,Wednesday,Letter,Government,4.35,1,True,No special instructions
1485,Bangalore Central,10-12,Friday,Letter,Government,9.53,1,True,Call before delivery
1486,Bangalore South,10-12,Monday,Document,Government,2.23,1,True,Signature required
1487,Bangalore East,12-2,Thursday,Letter,Government,10.12,1,True,No special instructions
1488,Bangalore South,12-2,Tuesday,Package,Government,3.21,1,True,Signature required
1489,Bangalore Central,10-12,Friday,Letter,Government,10.3,2,False,Leave at doorstep
1490,Bangalore South,3-5,Friday,Parcel,Business,8.9,2,True,Signature required
1491,Bangalore South,10-12,Friday,Letter,Individual,6.69,1,True,Signature required
1492,Bangalore North,3-5,Wednesday,Parcel,Government,9.0,1,True,Signature required
1493,Bangalore Central,12-2,Monday,Package,Business,5.5,2,True,No special instructions
1494,Bangalore North,12-2,Saturday,Package,Government,2.77,2,True,Call before delivery
1495,Bangalore East,12-2,Friday,Document,Business,7.97,1,True,No special instructions
1496,Bangalore Central,3-5,Thursday,Letter,Government,8.91,1,False,Signature required
1497,Bangalore Central,10-12,Tuesday,Document,Business,1.85,2,False,Signature required
1498,Bangalore East,12-2,Tuesday,Letter,Government,9.76,1,True,No special instructions
1499,Bangalore East,3-5,Thursday,Document,Individual,3.51,2,False,Leave at doorstep
1500,Bangalore South,12-2,Wednesday,Document,Government,9.65,1,True,Signature required
1501,Bangalore South,10-12,Friday,Parcel,Individual,14.96,2,True,No special instructions
1502,Bangalore South,12-2,Thursday,Document,Government,4.8,1,True,Leave at doorstep
1503,Bangalore Central,3-5,Monday,Document,Individual,8.55,2,False,Call before delivery
1504,Bangalore Central,10-12,Wednesday,Parcel,Government,12.16,2,False,No special instructions
1505,Bangalore South,12-2,Thursday,Package,Government,9.5,2,False,Call before delivery
1506,Bangalore Central,12-2,Monday,Parcel,Government,9.66,1,True,Leave at doorstep
1507,Bangalore South,10-12,Tuesday,Letter,Individual,12.2,2,True,Call before delivery
1508,Bangalore North,12-2,Friday,Document,Individual,9.22,2,True,Call before delivery
1509,Bangalore North,3-5,Thursday,Package,Business,5.44,2,True,Call before delivery
1510,Bangalore South,3-5,Thursday,Document,Business,5.34,2,False,Signature required
1511,Bangalore East,12-2,Saturday,Package,Business,2.82,1,False,Signature required
1512,Bangalore East,3-5,Tuesday,Parcel,Business,3.67,2,True,Leave at doorstep
1513,Bangalore East,12-2,Saturday,Parcel,Business,6.66,2,False,Call before delivery
1514,Bangalore East,3-5,Tuesday,Package,Government,1.27,1,False,Signature required
1515,Bangalore Central,12-2,Tuesday,Document,Government,4.99,2,True,Leave at doorstep
1516,Bangalore North,3-5,Saturday,Letter,Government,7.21,2,False,Signature required
1517,Bangalore Central,3-5,Tuesday,Parcel,Individual,10.52,2,False,No special instructions
1518,Bangalore North,3-5,Saturday,Document,Government,8.67,1,True,Signature required
1519,Bangalore North,10-12,Saturday,Package,Individual,3.72,2,True,Leave at doorstep
1520,Bangalore Central,12-2,Thursday,Letter,Government,13.09,2,False,Leave at doorstep
1521,Bangalore South,3-5,Tuesday,Document,Business,1.16,1,True,Call before delivery
1522,Bangalore Central,12-2,Friday,Parcel,Individual,11.67,2,True,Call before delivery
1523,Bangalore Central,12-2,Thursday,Letter,Government,8.24,1,True,Call before delivery
1524,Bangalore North,10-12,Saturday,Document,Government,4.33,1,True,Call before delivery
1525,Bangalore East,3-5,Monday,Package,Individual,6.61,1,True,Leave at doorstep
1526,Bangalore North,3-5,Friday,Parcel,Business,6.59,2,False,Leave at doorstep
1527,Bangalore North,12-2,Tuesday,Package,Government,5.58,1,True,Signature required
1528,Bangalore East,10-12,Saturday,Letter,Government,8.91,2,False,Signature required
1529,Bangalore North,12-2,Tuesday,Document,Individual,9.21,1,True,Call before delivery
1530,Bangalore East,12-2,Thursday,Document,Business,10.98,2,True,Call before delivery
1531,Bangalore East,12-2,Wednesday,Letter,Business,11.46,2,True,Leave at doorstep
1532,Bangalore Central,3-5,Thursday,Letter,Individual,4.97,1,True,Leave at doorstep
1533,Bangalore East,10-12,Saturday,Package,Government,1.42,1,False,Call before delivery
1534,Bangalore North,12-2,Wednesday,Parcel,Government,10.05,1,False,Signature required
1535,Bangalore South,10-12,Monday,Letter,Government,12.08,1,True,No special instructions
1536,Bangalore Central,12-2,Saturday,Package,Business,11.41,2,False,Signature required
1537,Bangalore East,3-5,Thursday,Document,Individual,3.77,1,True,Leave at doorstep
1538,Bangalore East,12-2,Saturday,Document,Individual,9.84,2,True,Signature required
1539,Bangalore South,12-2,Monday,Package,Individual,4.33,2,True,Call before delivery
1540,Bangalore North,3-5,Tuesday,Letter,Business,2.58,2,True,Leave at doorstep
1541,Bangalore North,12-2,Tuesday,Letter,Business,11.26,1,False,No special instructions
1542,Bangalore Central,3-5,Friday,Letter,Government,8.34,2,False,Signature required
1543,Bangalore East,3-5,Friday,Package,Individual,3.31,2,False,Leave at doorstep
1544,Bangalore North,3-5,Thursday,Letter,Government,9.9,2,True,Call before delivery
1545,Bangalore North,12-2,Monday,Package,Individual,8.25,1,True,No special instructions
1546,Bangalore Central,12-2,Monday,Parcel,Government,7.13,2,False,No special instructions
1547,Bangalore Central,12-2,Wednesday,Parcel,Government,4.86,1,False,Leave at doorstep
1548,Bangalore Central,12-2,Saturday,Letter,Business,11.66,2,True,Signature required
1549,Bangalore North,10-12,Friday,Parcel,Business,9.33,1,True,No special instructions
1550,Bangalore East,10-12,Thursday,Package,Business,8.24,2,False,No special instructions
1551,Bangalore North,10-12,Wednesday,Letter,Government,11.4,2,False,Call before delivery
1552,Bangalore Central,12-2,Saturday,Parcel,Individual,10.12,1,False,No special instructions
1553,Bangalore East,10-12,Thursday,Letter,Individual,12.03,2,False,Signature required
1554,Bangalore East,12-2,Friday,Document,Individual,11.3,2,True,Call before delivery
1555,Bangalore East,3-5,Saturday,Letter,Individual,6.71,1,True,No special instructions
1556,Bangalore Central,10-12,Wednesday,Document,Government,11.95,1,False,No special instructions
1557,Bangalore Central,3-5,Tuesday,Letter,Government,12.29,2,False,Call before delivery
1558,Bangalore Central,12-2,Monday,Letter,Individual,10.53,2,True,Signature required
1559,Bangalore North,10-12,Thursday,Parcel,Individual,4.99,2,False,No special instructions
1560,Bangalore Central,10-12,Thursday,Document,Individual,1.45,2,True,Signature required
1561,Bangalore South,10-12,Saturday,Document,Business,2.58,1,True,No special instructions
1562,Bangalore North,10-12,Friday,Letter,Business,14.47,2,True,No special instructions
1563,Bangalore Central,3-5,Saturday,Document,Individual,7.31,2,True,Call before delivery
1564,Bangalore South,12-2,Friday,Parcel,Government,2.69,1,False,Call before delivery
1565,Bangalore North,3-5,Friday,Parcel,Business,7.01,1,True,Signature required
1566,Bangalore East,10-12,Monday,Parcel,Business,2.88,2,False,Signature required
1567,Bangalore North,10-12,Friday,Parcel,Business,3.29,2,False,Call before delivery
1568,Bangalore North,10-12,Monday,Parcel,Business,10.1,1,True,Call before delivery
1569,Bangalore North,3-5,Monday,Parcel,Government,6.61,1,True,No special instructions
1570,Bangalore East,12-2,Friday,Package,Business,2.86,1,False,Call before delivery
1571,Bangalore North,12-2,Thursday,Package,Business,1.87,2,False,Call before delivery
1572,Bangalore North,12-2,Saturday,Parcel,Government,10.02,1,True,Call before delivery
1573,Bangalore North,3-5,Friday,Package,Individual,2.31,2,False,No special instructions
1574,Bangalore South,10-12,Monday,Letter,Business,10.99,2,False,Call before delivery
1575,Bangalore East,12-2,Wednesday,Document,Individual,11.21,1,True,Signature required
1576,Bangalore Central,12-2,Saturday,Document,Individual,9.89,2,True,Call before delivery
1577,Bangalore North,10-12,Tuesday,Document,Individual,4.71,1,True,Call before delivery
1578,Bangalore North,10-12,Monday,Letter,Business,5.87,2,True,Leave at doorstep
1579,Bangalore South,3-5,Saturday,Parcel,Business,4.58,1,False,No special instructions
1580,Bangalore North,12-2,Saturday,Letter,Government,14.91,2,True,Leave at doorstep
1581,Bangalore East,10-12,Friday,Document,Business,3.68,1,True,Signature required
1582,Bangalore Central,10-12,Tuesday,Package,Government,3.01,1,False,No special instructions
1583,Bangalore South,10-12,Thursday,Package,Government,3.64,1,True,Leave at doorstep
1584,Bangalore North,12-2,Tuesday,Letter,Business,8.13,1,False,Leave at doorstep
1585,Bangalore East,12-2,Saturday,Document,Government,14.23,1,True,No special instructions
1586,Bangalore Central,10-12,Thursday,Letter,Business,6.61,2,False,Signature required
1587,Bangalore Central,10-12,Monday,Letter,Government,7.37,2,True,Call before delivery
1588,Bangalore North,12-2,Friday,Package,Government,13.98,1,False,No special instructions
1589,Bangalore North,10-12,Friday,Package,Government,3.03,2,True,Leave at doorstep
1590,Bangalore North,12-2,Monday,Package,Business,11.41,1,False,Leave at doorstep
1591,Bangalore South,3-5,Monday,Parcel,Individual,2.52,2,False,No special instructions
1592,Bangalore South,10-12,Thursday,Letter,Business,12.26,2,True,Signature required
1593,Bangalore North,10-12,Monday,Document,Individual,9.03,2,True,Call before delivery
1594,Bangalore East,3-5,Monday,Parcel,Government,1.93,2,False,No special instructions
1595,Bangalore Central,3-5,Wednesday,Letter,Government,7.49,2,True,No special instructions
1596,Bangalore South,3-5,Thursday,Document,Individual,2.25,2,False,Leave at doorstep
1597,Bangalore South,10-12,Friday,Document,Individual,13.78,2,False,No special instructions
1598,Bangalore North,10-12,Tuesday,Package,Individual,8.39,2,False,Leave at doorstep
1599,Bangalore Central,12-2,Friday,Letter,Individual,11.94,1,False,Signature required
1600,Bangalore Central,10-12,Thursday,Parcel,Individual,6.47,2,True,Call before delivery
1601,Bangalore North,12-2,Monday,Letter,Business,10.25,1,False,Signature required
1602,Bangalore South,10-12,Friday,Letter,Business,10.06,1,False,Leave at doorstep
1603,Bangalore North,3-5,Thursday,Letter,Individual,1.12,2,True,Call before delivery
1604,Bangalore Central,12-2,Saturday,Parcel,Business,7.18,2,False,No special instructions
1605,Bangalore South,10-12,Saturday,Package,Business,6.92,2,False,Signature required
1606,Bangalore Central,12-2,Saturday,Package,Individual,5.08,2,False,Signature required
1607,Bangalore East,12-2,Wednesday,Letter,Business,13.94,2,False,Leave at doorstep
1608,Bangalore North,12-2,Monday,Parcel,Government,11.44,2,False,Call before delivery
1609,Bangalore Central,10-12,Monday,Package,Individual,7.55,1,True,No special instructions
1610,Bangalore North,10-12,Saturday,Package,Individual,8.89,2,False,No special instructions
1611,Bangalore East,12-2,Thursday,Letter,Business,4.35,1,False,Call before delivery
1612,Bangalore South,12-2,Saturday,Document,Government,2.99,1,False,Call before delivery
1613,Bangalore South,10-12,Saturday,Package,Government,13.55,2,False,Signature required
1614,Bangalore South,10-12,Friday,Package,Individual,5.25,1,False,Call before delivery
1615,Bangalore Central,12-2,Friday,Document,Individual,9.42,2,False,Signature required
1616,Bangalore South,12-2,Thursday,Document,Individual,12.01,1,True,Call before delivery
1617,Bangalore Central,3-5,Thursday,Package,Individual,4.14,1,True,Leave at doorstep
1618,Bangalore East,3-5,Saturday,Package,Individual,2.0,1,False,No special instructions
1619,Bangalore Central,12-2,Wednesday,Package,Individual,6.66,1,True,Leave at doorstep
1620,Bangalore Central,3-5,Thursday,Package,Individual,12.71,2,False,Leave at doorstep
1621,Bangalore South,10-12,Wednesday,Document,Government,5.09,1,False,Leave at doorstep
1622,Bangalore Central,3-5,Tuesday,Letter,Individual,6.54,1,True,Signature required
1623,Bangalore South,10-12,Wednesday,Letter,Government,7.02,2,True,No special instructions
1624,Bangalore North,10-12,Wednesday,Parcel,Individual,10.04,2,True,No special instructions
1625,Bangalore North,3-5,Monday,Letter,Individual,7.98,1,True,Call before delivery
1626,Bangalore East,12-2,Saturday,Package,Business,5.1,2,False,Leave at doorstep
1627,Bangalore East,3-5,Wednesday,Document,Individual,3.42,1,True,No special instructions
1628,Bangalore East,3-5,Wednesday,Document,Individual,8.2,2,True,Leave at doorstep
1629,Bangalore South,10-12,Monday,Document,Business,14.51,2,False,Call before delivery
1630,Bangalore East,3-5,Friday,Parcel,Government,3.48,1,True,No special instructions
1631,Bangalore East,10-12,Thursday,Document,Government,5.31,1,True,Call before delivery
1632,Bangalore East,10-12,Thursday,Package,Government,14.62,2,False,Leave at doorstep
1633,Bangalore East,3-5,Monday,Package,Business,4.92,1,False,Leave at doorstep
1634,Bangalore Central,3-5,Thursday,Letter,Government,3.07,1,True,Signature required
1635,Bangalore Central,10-12,Saturday,Package,Individual,3.65,1,True,No special instructions
1636,Bangalore North,10-12,Tuesday,Package,Individual,14.96,1,False,Leave at doorstep
1637,Bangalore East,3-5,Wednesday,Parcel,Individual,3.79,1,False,No special instructions
1638,Bangalore North,12-2,Friday,Letter,Government,3.93,1,False,Leave at doorstep
1639,Bangalore East,12-2,Wednesday,Parcel,Individual,1.63,1,True,Leave at doorstep
1640,Bangalore South,12-2,Tuesday,Parcel,Government,11.09,2,False,Call before delivery
1641,Bangalore North,10-12,Friday,Parcel,Government,2.95,1,True,Signature required
1642,Bangalore Central,3-5,Wednesday,Letter,Individual,6.89,2,True,Signature required
1643,Bangalore Central,10-12,Friday,Package,Government,4.16,2,False,Leave at doorstep
1644,Bangalore North,12-2,Friday,Letter,Business,6.22,2,False,Call before delivery
1645,Bangalore Central,3-5,Friday,Letter,Government,4.4,1,False,Call before delivery
1646,Bangalore Central,10-12,Wednesday,Parcel,Government,12.88,1,True,Signature required
1647,Bangalore Central,3-5,Monday,Parcel,Individual,4.77,2,False,Leave at doorstep
1648,Bangalore North,12-2,Saturday,Document,Business,6.31,2,False,Signature required
1649,Bangalore South,3-5,Thursday,Letter,Government,11.14,2,False,No special instructions
1650,Bangalore South,3-5,Tuesday,Document,Government,10.78,2,True,Leave at doorstep
1651,Bangalore South,12-2,Thursday,Document,Business,11.95,2,True,Call before delivery
1652,Bangalore East,10-12,Friday,Letter,Government,5.08,2,True,Leave at doorstep
1653,Bangalore North,3-5,Friday,Letter,Individual,7.83,1,False,Leave at doorstep
1654,Bangalore South,10-12,Tuesday,Parcel,Individual,4.31,1,False,Signature required
1655,Bangalore South,3-5,Thursday,Parcel,Government,14.79,2,True,Leave at doorstep
1656,Bangalore South,3-5,Tuesday,Letter,Business,13.56,2,True,No special instructions
1657,Bangalore North,12-2,Monday,Package,Government,11.24,2,False,No special instructions
1658,Bangalore South,12-2,Thursday,Letter,Individual,4.57,1,True,Leave at doorstep
1659,Bangalore East,12-2,Saturday,Package,Individual,8.96,2,True,No special instructions
1660,Bangalore North,12-2,Thursday,Parcel,Individual,4.8,2,True,No special instructions
1661,Bangalore East,12-2,Thursday,Document,Government,11.32,2,True,No special instructions
1662,Bangalore South,10-12,Friday,Document,Individual,4.4,2,True,Call before delivery
1663,Bangalore South,3-5,Monday,Package,Individual,1.05,2,False,No special instructions
1664,Bangalore South,12-2,Tuesday,Package,Government,7.88,1,True,Call before delivery
1665,Bangalore North,10-12,Tuesday,Document,Individual,10.19,2,True,Call before delivery
1666,Bangalore Central,10-12,Thursday,Parcel,Individual,11.94,2,False,Leave at doorstep
1667,Bangalore North,3-5,Thursday,Package,Business,13.61,2,True,Signature required
1668,Bangalore East,3-5,Wednesday,Parcel,Government,10.98,2,False,Call before delivery
1669,Bangalore Central,10-12,Saturday,Document,Business,12.6,2,False,No special instructions
1670,Bangalore South,12-2,Friday,Package,Business,12.68,2,True,No special instructions
1671,Bangalore East,3-5,Wednesday,Letter,Government,12.59,2,True,Leave at doorstep
1672,Bangalore South,12-2,Monday,Letter,Business,7.41,1,False,Call before delivery
1673,Bangalore North,12-2,Monday,Letter,Business,11.5,1,False,Call before delivery
1674,Bangalore North,12-2,Monday,Letter,Individual,11.7,1,True,No special instructions
1675,Bangalore South,12-2,Saturday,Package,Business,2.67,1,True,Signature required
1676,Bangalore Central,3-5,Tuesday,Document,Government,14.57,1,False,Call before delivery
1677,Bangalore South,10-12,Friday,Parcel,Individual,9.28,1,False,Call before delivery
1678,Bangalore East,10-12,Tuesday,Parcel,Individual,2.26,1,False,Leave at doorstep
1679,Bangalore Central,12-2,Saturday,Letter,Government,9.61,1,True,Signature required
1680,Bangalore East,12-2,Monday,Parcel,Government,3.91,1,False,No special instructions
1681,Bangalore North,12-2,Friday,Letter,Government,14.95,2,True,Leave at doorstep
1682,Bangalore South,3-5,Saturday,Package,Government,12.49,1,False,Call before delivery
1683,Bangalore North,10-12,Saturday,Parcel,Government,10.36,1,False,Signature required
1684,Bangalore North,12-2,Thursday,Document,Individual,3.25,1,False,Leave at doorstep
1685,Bangalore North,3-5,Thursday,Document,Government,6.34,2,True,No special instructions
1686,Bangalore North,10-12,Saturday,Package,Business,14.83,2,True,Signature required
1687,Bangalore South,10-12,Friday,Parcel,Government,11.14,2,True,Call before delivery
1688,Bangalore East,3-5,Wednesday,Package,Government,3.61,1,True,Leave at doorstep
1689,Bangalore North,3-5,Monday,Document,Government,13.54,1,False,No special instructions
1690,Bangalore East,10-12,Tuesday,Parcel,Individual,1.55,2,False,Signature required
1691,Bangalore South,10-12,Thursday,Letter,Individual,14.35,2,True,Leave at doorstep
1692,Bangalore Central,10-12,Monday,Parcel,Individual,14.02,1,True,No special instructions
1693,Bangalore South,12-2,Friday,Document,Business,9.19,1,True,Leave at doorstep
1694,Bangalore East,10-12,Wednesday,Parcel,Individual,7.33,1,True,Signature required
1695,Bangalore Central,12-2,Monday,Parcel,Individual,3.86,2,False,Call before delivery
1696,Bangalore North,3-5,Friday,Package,Business,9.82,2,True,No special instructions
1697,Bangalore South,10-12,Wednesday,Letter,Business,11.72,2,True,Call before delivery
1698,Bangalore North,12-2,Saturday,Letter,Business,14.94,2,True,Call before delivery
1699,Bangalore North,3-5,Monday,Package,Government,7.7,1,True,Signature required
1700,Bangalore East,3-5,Saturday,Letter,Business,5.01,1,True,Call before delivery
1701,Bangalore South,10-12,Saturday,Letter,Government,3.67,1,True,Call before delivery
1702,Bangalore Central,12-2,Friday,Document,Business,8.49,2,False,No special instructions
1703,Bangalore South,12-2,Friday,Parcel,Government,10.75,2,True,Leave at doorstep
1704,Bangalore South,12-2,Thursday,Letter,Government,14.34,1,True,Signature required
1705,Bangalore North,12-2,Wednesday,Document,Individual,7.12,1,False,Call before delivery
1706,Bangalore South,3-5,Tuesday,Document,Government,14.98,2,True,Call before delivery
1707,Bangalore North,10-12,Saturday,Parcel,Government,5.74,1,False,Signature required
1708,Bangalore East,3-5,Wednesday,Document,Government,9.1,1,False,No special instructions
1709,Bangalore Central,10-12,Thursday,Document,Business,14.33,1,False,Signature required
1710,Bangalore North,12-2,Monday,Letter,Business,12.8,2,False,Leave at doorstep
1711,Bangalore East,3-5,Tuesday,Letter,Individual,5.52,1,False,Signature required
1712,Bangalore East,12-2,Tuesday,Parcel,Individual,9.75,1,False,Leave at doorstep
1713,Bangalore Central,3-5,Monday,Package,Government,11.58,1,True,Leave at doorstep
1714,Bangalore North,10-12,Wednesday,Package,Business,5.21,2,True,Call before delivery
1715,Bangalore East,10-12,Saturday,Parcel,Government,14.26,1,False,Call before delivery
